tag_id,taggable_id,taggable_type
12,33,MediaElement
13,33,MediaElement
14,33,MediaElement
15,33,MediaElement
15,34,MediaElement
16,34,MediaElement
17,34,MediaElement
18,34,MediaElement
19,34,MediaElement
20,34,MediaElement
21,34,MediaElement
19,35,MediaElement
20,35,MediaElement
21,35,MediaElement
22,35,MediaElement
23,35,MediaElement
24,35,MediaElement
25,35,MediaElement
23,36,MediaElement
24,36,MediaElement
25,36,MediaElement
26,36,MediaElement
27,36,MediaElement
28,36,MediaElement
29,36,MediaElement
27,37,MediaElement
28,37,MediaElement
29,37,MediaElement
30,37,MediaElement
31,37,MediaElement
32,37,MediaElement
33,37,MediaElement
31,38,MediaElement
32,38,MediaElement
33,38,MediaElement
34,38,MediaElement
1,38,MediaElement
2,38,MediaElement
3,38,MediaElement
3,39,MediaElement
6,39,MediaElement
9,39,MediaElement
12,39,MediaElement
15,39,MediaElement
18,39,MediaElement
21,39,MediaElement
7,40,MediaElement
14,40,MediaElement
21,40,MediaElement
28,40,MediaElement
5,40,MediaElement
10,40,MediaElement
15,40,MediaElement
1,41,MediaElement
2,41,MediaElement
3,41,MediaElement
4,41,MediaElement
5,41,MediaElement
6,41,MediaElement
7,41,MediaElement
5,42,MediaElement
6,42,MediaElement
7,42,MediaElement
8,42,MediaElement
9,42,MediaElement
10,42,MediaElement
11,42,MediaElement
9,43,MediaElement
10,43,MediaElement
11,43,MediaElement
12,43,MediaElement
13,43,MediaElement
14,43,MediaElement
15,43,MediaElement
15,44,MediaElement
16,44,MediaElement
17,44,MediaElement
18,44,MediaElement
19,44,MediaElement
20,44,MediaElement
21,44,MediaElement
19,45,MediaElement
20,45,MediaElement
21,45,MediaElement
22,45,MediaElement
23,45,MediaElement
24,45,MediaElement
25,45,MediaElement
23,46,MediaElement
24,46,MediaElement
25,46,MediaElement
26,46,MediaElement
27,46,MediaElement
28,46,MediaElement
29,46,MediaElement
27,47,MediaElement
28,47,MediaElement
29,47,MediaElement
30,47,MediaElement
31,47,MediaElement
32,47,MediaElement
33,47,MediaElement
31,48,MediaElement
32,48,MediaElement
33,48,MediaElement
34,48,MediaElement
1,48,MediaElement
2,48,MediaElement
3,48,MediaElement
3,49,MediaElement
6,49,MediaElement
9,49,MediaElement
12,49,MediaElement
15,49,MediaElement
18,49,MediaElement
21,49,MediaElement
7,50,MediaElement
14,50,MediaElement
21,50,MediaElement
28,50,MediaElement
5,50,MediaElement
10,50,MediaElement
15,50,MediaElement
1,51,MediaElement
2,51,MediaElement
3,51,MediaElement
4,51,MediaElement
5,51,MediaElement
6,51,MediaElement
7,51,MediaElement
5,52,MediaElement
6,52,MediaElement
7,52,MediaElement
8,52,MediaElement
9,52,MediaElement
10,52,MediaElement
11,52,MediaElement
9,53,MediaElement
10,53,MediaElement
11,53,MediaElement
12,53,MediaElement
13,53,MediaElement
14,53,MediaElement
15,53,MediaElement
15,54,MediaElement
16,54,MediaElement
17,54,MediaElement
18,54,MediaElement
19,54,MediaElement
20,54,MediaElement
21,54,MediaElement
19,55,MediaElement
20,55,MediaElement
21,55,MediaElement
22,55,MediaElement
23,55,MediaElement
24,55,MediaElement
25,55,MediaElement
23,56,MediaElement
24,56,MediaElement
25,56,MediaElement
26,56,MediaElement
27,56,MediaElement
28,56,MediaElement
29,56,MediaElement
27,57,MediaElement
28,57,MediaElement
29,57,MediaElement
30,57,MediaElement
31,57,MediaElement
32,57,MediaElement
33,57,MediaElement
31,58,MediaElement
32,58,MediaElement
33,58,MediaElement
34,58,MediaElement
1,58,MediaElement
2,58,MediaElement
3,58,MediaElement
3,59,MediaElement
6,59,MediaElement
9,59,MediaElement
12,59,MediaElement
15,59,MediaElement
18,59,MediaElement
21,59,MediaElement
7,60,MediaElement
14,60,MediaElement
21,60,MediaElement
28,60,MediaElement
5,60,MediaElement
10,60,MediaElement
15,60,MediaElement
1,61,MediaElement
2,61,MediaElement
3,61,MediaElement
4,61,MediaElement
5,61,MediaElement
6,61,MediaElement
7,61,MediaElement
5,62,MediaElement
6,62,MediaElement
7,62,MediaElement
8,62,MediaElement
9,62,MediaElement
10,62,MediaElement
11,62,MediaElement
9,63,MediaElement
10,63,MediaElement
11,63,MediaElement
12,63,MediaElement
13,63,MediaElement
14,63,MediaElement
15,63,MediaElement
15,64,MediaElement
16,64,MediaElement
17,64,MediaElement
18,64,MediaElement
19,64,MediaElement
20,64,MediaElement
21,64,MediaElement
19,65,MediaElement
20,65,MediaElement
21,65,MediaElement
22,65,MediaElement
23,65,MediaElement
24,65,MediaElement
25,65,MediaElement
23,66,MediaElement
24,66,MediaElement
25,66,MediaElement
26,66,MediaElement
27,66,MediaElement
28,66,MediaElement
29,66,MediaElement
27,67,MediaElement
28,67,MediaElement
29,67,MediaElement
30,67,MediaElement
31,67,MediaElement
32,67,MediaElement
33,67,MediaElement
31,68,MediaElement
32,68,MediaElement
33,68,MediaElement
34,68,MediaElement
1,68,MediaElement
2,68,MediaElement
3,68,MediaElement
3,69,MediaElement
6,69,MediaElement
9,69,MediaElement
12,69,MediaElement
15,69,MediaElement
18,69,MediaElement
21,69,MediaElement
7,70,MediaElement
14,70,MediaElement
21,70,MediaElement
28,70,MediaElement
5,70,MediaElement
10,70,MediaElement
15,70,MediaElement
3,38,Lesson
6,38,Lesson
9,38,Lesson
12,38,Lesson
15,38,Lesson
18,38,Lesson
21,38,Lesson
23,39,Lesson
24,39,Lesson
25,39,Lesson
26,39,Lesson
27,39,Lesson
28,39,Lesson
29,39,Lesson
9,40,Lesson
10,40,Lesson
11,40,Lesson
12,40,Lesson
13,40,Lesson
14,40,Lesson
15,40,Lesson
5,41,Lesson
7,41,Lesson
10,41,Lesson
14,41,Lesson
15,41,Lesson
21,41,Lesson
28,41,Lesson
5,42,Lesson
6,42,Lesson
7,42,Lesson
8,42,Lesson
9,42,Lesson
10,42,Lesson
11,42,Lesson
5,43,Lesson
6,43,Lesson
7,43,Lesson
8,43,Lesson
9,43,Lesson
10,43,Lesson
11,43,Lesson
